,Vehicle_Application_Status,Application ID,Application Status,Property Type,Property Sub Type,OnSite Sanitation Type,Door Number,Street Name,City,Pincode,Locality,District,State,Slum Name,Application Source,Desludging Entity,Longitude,Latitude,Geo Location Provided,Desludging Vehicle Number,Vehicle Type,Vehicle Capacity,Waste Collected,Waste Dumped,Vehicle In DateTime,Vehicle  Out DateTime,Fstp Plant Name,Payment Amount,Payment Status,Payment Source,Payment Instrument Type,Application Submitted Time,Pending payment Submitted Time,Assigned DSO Submitted Time,DSO Rejected Submitted Time,DSO Inprogress Submitted Time,Pending DSO Approval Submitted Time,Rejected Date Time,Cancelled Date Time,Citizen feedback Submitted Date Time,Application Completed Time,Rating,Scheduled Time,Waiting for disposalTime,Disposed Time,SLA Planned (In Days),SLA achieved
658,,FSM-TST-2021-12-06-000011,Rejected,Residential,Apartment,Conventional Spectic tank,N/A,N/A,testing,,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,07/12/2021 00:18:28,07/12/2021 00:18:28,N/A,N/A,N/A,N/A,07/12/2021 00:20:44,N/A,N/A,,,,,,2,N/A
659,,FSM-TST-2022-01-11-000199,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:30:03,12/01/2022 03:29:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
660,,FSM-DKN-2022-03-26-000759,Pending for DSO Assignment,Commercial,Community hall,Conventional Spectic tank,SHREERAM MANDAP,DAKHINAKALI ROAD,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,1000,New,Counter,CASH,26/03/2022 16:47:42,28/03/2022 18:01:12,28/03/2022 18:11:45,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
661,,FSM-TST-2022-01-11-000183,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:26:19,12/01/2022 03:25:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
662,,FSM-TST-2021-12-15-000051,Pending for payment,Commercial,Hotel,Conventional Spectic tank,N/A,ddd,testing,814112,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,16/12/2021 02:43:37,16/12/2021 02:42:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
663,,FSM-TST-2022-01-11-000137,Pending for payment,Residential,Apartment,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 01:38:43,12/01/2022 01:38:43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
664,,FSM-TST-2022-02-14-000411,Rejected,Institutional,Mosque,Conventional Spectic tank,N/A,N/A,testing,,Mohalla Chaiaam,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,14/02/2022 20:29:00,14/02/2022 20:29:00,N/A,N/A,N/A,N/A,14/02/2022 20:29:35,N/A,N/A,,,,,,2,N/A
665,,FSM-TST-2022-01-11-000151,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:19:54,12/01/2022 03:19:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
666,,FSM-TST-2022-02-08-000367,Pending for payment,Residential,Independent house,Conventional Spectic tank,N/A,near ramamurthy nagar sig,testing,560043,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,09/02/2022 04:06:45,09/02/2022 04:06:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
667,,FSM-TST-2021-12-15-000054,Pending for DSO Assignment,Residential,Independent house,N/A,N/A,ddd,testing,814112,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,16/12/2021 02:48:31,16/12/2021 02:48:31,16/12/2021 02:48:44,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
668,,FSM-DKN-2021-12-15-000036,Application Created,Residential,Independent house,Septic tank with soak pit,N/A,N/A,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,15/12/2021 18:16:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
669,,FSM-TST-2022-01-12-000229,Pending for payment,Residential,Apartment,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 21:08:54,12/01/2022 21:08:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
670,,FSM-TST-2022-02-22-000464,Application Created,Commercial,Petrol pumps,Septic tank with soak pit,N/A,N/A,testing,,Chapal Chowk,testing,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,23/02/2022 01:21:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
671,,FSM-TST-2022-01-11-000172,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:25:44,12/01/2022 03:25:45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
672,,FSM-TST-2021-12-07-000019,Pending for DSO Approval,Residential,Apartment,Conventional Spectic tank,N/A,N/A,testing,,Labour Court Gali Panj Peer,testing,Punjab,,Telephone,Testing DSO,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,08/12/2021 00:54:00,08/12/2021 00:54:00,08/12/2021 00:56:17,N/A,N/A,08/12/2021 00:58:52,N/A,N/A,N/A,,,,,,2,N/A
673,,FSM-TST-2021-12-08-000022,Pending for DSO Assignment,Residential,Independent house,Conventional Spectic tank,N/A,N/A,testing,,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,08/12/2021 22:39:51,08/12/2021 22:39:51,08/12/2021 22:41:57,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
674,,FSM-TST-2022-01-11-000152,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:20:16,12/01/2022 03:20:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
675,,FSM-TST-2022-01-11-000206,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:35:50,12/01/2022 03:35:10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
676,,FSM-BLS-2021-12-28-000068,Application Created,Residential,Independent house,Conventional Spectic tank,123,Bhoisahi,Balasore,756001,Padhunpada(P),Balasore,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,28/12/2021 17:42:09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
677,,FSM-TST-2022-01-11-000193,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:29:18,12/01/2022 03:28:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
678,,FSM-BAM-2022-02-24-000480,Pending for payment,Residential,Independent house,N/A,N/A,Kalua Sahi,Berhampur,,Gosaninuagam,Berhampur,Punjab,,Counter,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,24/02/2022 14:43:30,24/02/2022 14:43:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
679,,FSM-BAM-2022-02-14-000417,Pending for payment,Residential,Independent house,N/A,N/A,Redika Bandha Street,Berhampur,,Berhampur,Berhampur,Punjab,,Counter,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,15/02/2022 04:39:39,15/02/2022 04:39:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
680,,FSM-TST-2022-01-11-000168,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:25:31,12/01/2022 03:24:52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
681,,FSM-BLS-2022-03-30-000858,Pending for payment,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Balasore,,Other,Balasore,Punjab,,Telephone,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,30/03/2022 19:03:38,30/03/2022 19:03:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
682,,FSM-TST-2022-01-11-000176,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:25:56,12/01/2022 03:25:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
683,,FSM-TST-2022-01-04-000090,Application Created,Residential,Independent house,N/A,N/A,N/A,testing,,Main Road Abadpura,testing,Punjab,Kathagada juanga sahi,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,04/01/2022 22:20:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
684,,FSM-BAM-2022-03-23-000633,Pending for DSO Assignment,Residential,Independent house,N/A,N/A,near ramamurthy nagar sig,Berhampur,560043,Raghupati Nagar,Berhampur,Punjab,,Telephone,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,1100,New,Counter,CASH,23/03/2022 18:21:39,23/03/2022 18:21:39,23/03/2022 18:21:47,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
685,,FSM-TST-2022-01-11-000195,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:29:40,12/01/2022 03:29:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
686,,FSM-TST-2022-01-11-000198,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:29:52,12/01/2022 03:29:13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
687,,FSM-TST-2022-01-12-000222,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 19:25:48,12/01/2022 19:25:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
688,,FSM-BAM-2022-02-26-000497,Application Created,Residential,Independent house,Conventional Spectic tank,N/A,N/A,Berhampur,,Raghupati Nagar,Berhampur,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,26/02/2022 22:08:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
689,,FSM-BAM-2022-02-14-000421,Pending for payment,Residential,Independent house,N/A,N/A,Nilachala Street 1st Lane,Berhampur,,Berhampur,Berhampur,Punjab,,Counter,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,15/02/2022 04:49:24,15/02/2022 04:49:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
690,,FSM-TST-2021-12-06-000010,Cancelled,Residential,Independent house,Conventional Spectic tank,N/A,N/A,testing,,Main Road Abadpura,testing,Punjab,Kathagada juanga sahi,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,07/12/2021 00:12:37,07/12/2021 00:13:14,07/12/2021 00:14:19,N/A,N/A,N/A,N/A,07/12/2021 00:14:42,N/A,,,,,,2,N/A
691,,FSM-BAM-2022-03-24-000706,Application Created,Residential,Independent house,Conventional Spectic tank,,Banchanidhi Nagar 4th line,Berhampur,,Khodasingi,Berhampur,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,24/03/2022 16:29:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
692,,FSM-TST-2022-01-11-000186,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:27:54,12/01/2022 03:27:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
693,,FSM-BAM-2022-02-24-000473,Pending for payment,Residential,Independent house,N/A,N/A,Mahalaxmi Nagar,Berhampur,,Lanjipalli,Berhampur,Punjab,,Counter,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,24/02/2022 14:19:55,24/02/2022 14:19:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
694,,FSM-TST-2021-12-12-000028,Pending for payment,Residential,Independent house,Conventional Spectic tank,N/A,N/A,testing,,Naqvi Colony,testing,Punjab,Haridakhandi Bada Sahi,Online,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,13/12/2021 02:09:43,13/12/2021 02:10:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
695,,FSM-TST-2022-01-10-000100,Pending for payment,Residential,Apartment,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,11/01/2022 00:30:56,11/01/2022 00:30:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
696,,FSM-TST-2021-12-06-000004,Pending for DSO Assignment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,06/12/2021 23:11:59,06/12/2021 23:11:11,07/12/2021 00:18:53,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
697,,FSM-TST-2022-01-11-000123,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,11/01/2022 18:10:52,11/01/2022 18:10:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
698,,FSM-BAM-2022-03-22-000623,Pending for DSO Assignment,Residential,Independent house,N/A,N/A,near ramamurthy nagar sig,Berhampur,560043,Berhampur,Berhampur,Punjab,,Telephone,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,1100,New,Counter,CASH,22/03/2022 19:19:07,22/03/2022 19:19:07,22/03/2022 19:19:18,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
699,,FSM-TST-2022-01-11-000140,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:08:32,12/01/2022 03:08:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
700,,FSM-TST-2022-01-11-000181,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:26:13,12/01/2022 03:25:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
701,,FSM-BAM-2022-02-07-000354,Rejected,Institutional,College,Conventional Spectic tank,QTR No-2RB-2,ITI Staff Colony,Berhampur,,Berhampur,Berhampur,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,08/02/2022 04:49:41,N/A,N/A,N/A,N/A,N/A,14/03/2022 20:45:31,N/A,N/A,,,,,,2,N/A
702,,FSM-TST-2022-02-09-000374,Pending for DSO Assignment,Residential,Independent house,Conventional Spectic tank,224,near ramamurthy nagar sig,testing,560043,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Counter,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,09/02/2022 05:34:39,09/02/2022 05:34:39,09/02/2022 05:35:32,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
703,,FSM-TST-2022-01-10-000095,Pending for DSO Approval,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,Testing DSO,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,10/01/2022 18:41:26,10/01/2022 18:41:26,10/01/2022 18:41:48,N/A,N/A,10/01/2022 18:42:07,N/A,N/A,N/A,,,,,,2,N/A
704,,FSM-DKN-2021-12-15-000045,Application Created,Residential,Independent house,N/A,N/A,N/A,Dhenkanal,,Dhenkanal Town,Dhenkanal,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,15/12/2021 18:27:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
705,,FSM-BAM-2022-02-24-000471,Pending for payment,Residential,Independent house,N/A,N/A,Neelakathanagar 4th Lane,Berhampur,,Berhampur,Berhampur,Punjab,,Counter,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,24/02/2022 14:13:32,24/02/2022 14:13:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
706,,FSM-TST-2022-01-11-000160,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:22:03,12/01/2022 03:22:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
707,,FSM-TST-2022-03-16-000588,Pending for DSO Assignment,Residential,Independent house,N/A,N/A,near ramamurthy nagar sig,testing,560043,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,16/03/2022 14:49:56,16/03/2022 14:49:56,16/03/2022 14:50:04,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
708,,FSM-BAM-2022-02-14-000423,Pending for payment,Residential,Independent house,N/A,N/A,Utkal Ashram road,Berhampur,,Berhampur,Berhampur,Punjab,,Counter,N/A,,,No,N/A,TATA LPT709/34,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,15/02/2022 04:52:54,15/02/2022 04:52:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
709,,FSM-TST-2021-12-29-000074,Pending for payment,Residential,Independent house,Conventional Spectic tank,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,29/12/2021 17:57:10,29/12/2021 17:57:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
710,,FSM-DKN-2021-12-15-000040,Application Created,Residential,Independent house,Septic tank with soak pit,21,Chandamari sahi,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,15/12/2021 18:18:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
711,,FSM-BAM-2021-12-14-000030,Rejected,Residential,Independent house,Conventional Spectic tank,,,Berhampur,,Sasibhusanpur,Berhampur,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,14/12/2021 20:42:38,N/A,N/A,N/A,N/A,N/A,02/03/2022 18:39:04,N/A,N/A,,,,,,2,N/A
712,,FSM-TST-2021-12-10-000024,Pending for DSO Approval,Residential,Independent house,Conventional Spectic tank,N/A,abc street,testing,760001,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,Testing DSO,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,10/12/2021 16:34:38,10/12/2021 16:33:52,10/12/2021 16:36:25,N/A,N/A,10/12/2021 16:53:47,N/A,N/A,N/A,,,,,,2,N/A
713,,FSM-TST-2022-01-11-000209,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:36:00,12/01/2022 03:35:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
714,,FSM-TST-2022-01-11-000192,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:29:14,12/01/2022 03:28:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
715,,FSM-TST-2022-01-10-000107,Pending for DSO Assignment,Residential,Apartment,N/A,N/A,ddd,testing,814112,"Gali No,. 2 To Gali No. 6",testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,11/01/2022 04:53:57,11/01/2022 04:53:49,11/01/2022 04:54:10,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
716,,FSM-TST-2022-02-24-000485,Cancelled,Institutional,University,Septic tank with soak pit,N/A,N/A,testing,,Ravidass Dham,testing,Punjab,,Counter,Testing DSO,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,24/02/2022 19:00:19,24/02/2022 19:00:20,24/02/2022 19:02:14,24/02/2022 19:03:34,N/A,24/02/2022 19:02:45,N/A,24/02/2022 19:04:15,N/A,,,,,,2,N/A
717,,FSM-TST-2022-01-11-000147,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 03:19:36,12/01/2022 03:19:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
718,,FSM-TST-2022-02-01-000301,Pending for payment,Residential,Apartment,Conventional Spectic tank,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,01/02/2022 19:42:54,01/02/2022 19:42:54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
719,,FSM-DKN-2022-01-31-000290,Pending for payment,Residential,Independent house,Septic tank with soak pit,N/A,near ramamurthy nagar sig,Dhenkanal,560043,Badasathiabatia,Dhenkanal,Punjab,,Telephone,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,31/01/2022 19:47:47,31/01/2022 19:47:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
720,,FSM-DKN-2021-12-15-000037,Application Created,Residential,Independent house,N/A,87,Meena bazarc,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,15/12/2021 18:16:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
721,,FSM-DKN-2022-02-17-000434,DSO Rejected,Residential,Independent house,Conventional Spectic tank,194,SIMILIA,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,18/02/2022 04:15:22,21/02/2022 22:26:03,21/02/2022 22:26:08,21/02/2022 22:27:21,N/A,21/02/2022 22:26:22,N/A,N/A,N/A,,,,,,2,N/A
722,,FSM-DKN-2022-03-18-000603,DSO Rejected,Residential,Independent house,Septic tank with soak pit,,2nd lane,Dhenkanal,759001,Sanasathiabatia,Dhenkanal,Punjab,,Online,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,18/03/2022 17:11:07,23/03/2022 18:34:02,23/03/2022 18:34:15,23/03/2022 18:35:01,N/A,23/03/2022 18:34:35,N/A,N/A,N/A,,,,,,2,N/A
723,,FSM-DKN-2022-01-12-000220,Pending for payment,Residential,Independent house,Conventional Spectic tank,N/A,Mina Bazar,Dhenkanal,759001,Dhenkanal Town,Dhenkanal,Punjab,,Counter,N/A,,,No,N/A,,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 17:09:06,12/01/2022 17:08:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
724,,FSM-TST-2022-01-12-000234,Pending for payment,Residential,Independent house,N/A,N/A,ddd,testing,814112,Main Road Abadpura,testing,Punjab,,Telephone,N/A,,,No,N/A,Bolero Pickup,0,0,0,N/A,N/A,,0,N/a,Counter,N/A,12/01/2022 22:35:34,12/01/2022 22:35:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,2,N/A
